,y_real,y_pred
399,0,0.024022801
400,0,0.392311543
401,0,0.087775894
402,0,0.151758611
403,1,0.017837632
404,0,0.21150367
405,0,0.165540785
406,0,0.10244666
407,0,0.400543153
408,1,0.149556652
409,1,0.434576243
410,0,0.097220518
411,0,0.172451228
412,0,0.064763211
413,0,0.249500528
414,0,0.198508069
415,0,0.027305344
416,0,0.031122861
417,0,0.147795364
418,0,0.018848257
419,1,0.201507181
420,0,0.164544091
421,0,0.114228606
422,0,0.048142176
423,0,0.019198649
424,0,0.024711614
425,0,0.107077435
426,0,0.149591401
427,0,0.10525474
428,1,0.115669481
429,0,0.03428993
430,0,0.064873464
431,0,0.098296091
432,0,0.077626109
433,0,0.279861093
434,0,0.110453159
435,0,0.073490545
436,0,0.124075919
437,0,0.101540044
438,0,0.357621849
439,0,0.109130152
440,0,0.159895852
441,0,0.04753083
442,0,0.12687473
443,0,0.091116987
444,0,0.087401487
445,0,0.125813767
446,0,0.653253376
447,1,0.201286554
448,1,0.188435391
449,0,0.091114871
450,0,0.074480489
451,0,0.050738197
452,0,0.151046097
453,1,0.098896943
454,0,0.090092152
455,0,0.142606258
456,0,0.225896746
457,0,0.144594461
458,0,0.326546103
459,0,0.136781603
460,0,0.123820312
461,0,0.091953203
462,0,0.195248291
463,0,0.111702479
464,1,0.152087137
465,0,0.126720428
466,0,0.077923641
467,1,0.307769805
468,0,0.159898087
469,0,0.226790413
470,0,0.129733935
471,0,0.101147637
472,1,0.230168268
473,0,0.146409154
474,0,0.179126382
475,0,0.086218603
476,0,0.210093185
477,0,0.080218561
478,0,0.076184846
479,0,0.086577676
480,0,0.470453441
481,0,0.227243066
482,0,0.23532702
483,0,0.075508565
484,1,0.297801107
485,1,0.136641979
486,0,0.14610748
487,0,0.235124335
488,0,0.151406243
489,0,0.419849575
490,0,0.079573616
491,0,0.054905288
492,0,0.083407231
493,1,0.067116633
494,0,0.085044526
495,0,0.182356298
496,0,0.178697422
497,0,0.397386283
498,0,0.129730597
499,0,0.111736372
500,1,0.290221989
501,0,0.113572054
502,1,0.282969862
503,0,0.197940543
504,0,0.100655653
505,0,0.115582116
506,0,0.109145992
507,0,0.113880262
508,0,0.099410646
509,0,0.07043808
510,0,0.262914151
511,1,0.441917092
512,0,0.28943783
513,0,0.040598061
514,0,0.263140172
515,0,0.301996678
516,0,0.063595898
517,1,0.149256811
518,0,0.472800702
519,0,0.065740876
520,0,0.05325802
521,0,0.105313987
522,0,0.15112333
523,0,0.159321085
524,0,0.071833521
525,0,0.12788859
526,0,0.102548055
527,0,0.419062555
528,0,0.068915196
529,0,0.03494262
530,0,0.096359082
531,0,0.713594317
532,1,0.26270777
533,0,0.05929181
534,0,0.092196576
535,0,0.068072043
536,0,0.064713113
537,0,0.258159131
538,0,0.034162596
539,0,0.120209925
540,1,0.166043386
541,0,0.203744531
542,0,0.096349806
543,0,0.078039818
544,0,0.072914168
545,0,0.09108948
546,0,0.057856627
547,0,0.173029751
548,0,0.083782092
549,0,0.070431054
550,0,0.056636654
551,0,0.225447714
552,0,0.068928353
553,0,0.080362521
554,0,0.110005394
555,0,0.136806682
556,0,0.190976799
557,0,0.15050216
558,0,0.19481951
559,0,0.203177914
560,0,0.077988975
561,0,0.075328514
562,0,0.074666165
563,0,0.096062377
564,0,0.098727308
565,0,0.118280791
566,0,0.279263914
567,0,0.727079749
568,0,0.243093908
569,0,0.422864407
570,0,0.16335915
571,0,0.340431154
572,1,0.05082133
573,0,0.06928549
574,0,0.066515371
575,0,0.110233411
576,0,0.043062497
577,1,0.088031046
578,0,0.032714617
579,0,0.098211601
580,0,0.04535545
581,0,0.074968517
582,0,0.140006438
583,0,0.195917621
584,0,0.174082011
585,0,0.173666775
586,0,0.079103254
587,0,0.198995277
588,0,0.121841781
589,0,0.268994153
590,0,0.121009335
591,0,0.22104837
592,0,0.032448485
593,0,0.07735011
594,0,0.081174374
595,0,0.567999482
596,0,0.081897341
597,0,0.547247052
598,0,0.067008108
599,0,0.099726528
600,0,0.124448299
601,0,0.029904161
602,0,0.130501196
603,0,0.431145936
604,0,0.141182125
605,0,0.106427543
606,0,0.034311157
607,0,0.067821935
608,0,0.038175579
609,1,0.204779238
610,0,0.129659876
611,0,0.07152079
612,0,0.07649187
613,0,0.057767473
614,0,0.307266951
615,0,0.249141961
616,0,0.063386358
617,0,0.041568026
618,0,0.098544501
619,0,0.190269575
620,0,0.107300833
621,0,0.05500209
622,0,0.053412613
623,0,0.04261509
624,0,0.054339901
625,0,0.067591935
626,0,0.025956675
627,0,0.0653731
628,0,0.048191916
629,0,0.073162131
630,0,0.112810276
631,0,0.028048201
632,0,0.061221164
633,0,0.175245449
634,0,0.056544676
635,0,0.265323609
636,0,0.053819213
637,0,0.579406202
638,0,0.037861332
639,0,0.028662877
640,0,0.02753555
641,0,0.249837533
642,0,0.02422826
643,0,0.041121602
644,0,0.197378322
645,0,0.047844592
646,0,0.060969394
647,1,0.178012818
648,0,0.026150791
649,0,0.095494956
650,0,0.063266687
651,0,0.08856719
652,0,0.298840165
653,0,0.309649736
654,0,0.174152642
655,0,0.023492917
656,0,0.212452486
657,0,0.053303707
658,0,0.138062507
659,0,0.041483637
660,0,0.046073318
661,0,0.028338099
662,0,0.047391817
663,0,0.259018034
664,0,0.105173349
665,0,0.027974326
666,0,0.056609258
667,0,0.187736079
668,0,0.109769315
669,0,0.058837552
670,0,0.067916028
671,0,0.034409057
672,0,0.105863042
673,0,0.060906485
674,0,0.111581571
675,0,0.220725939
676,0,0.038220059
677,0,0.066531315
678,0,0.044544578
679,0,0.102384895
680,0,0.055782791
681,0,0.119009547
682,0,0.077810481
683,0,0.061064094
684,0,0.05355601
685,0,0.021273721
686,0,0.287201256
687,0,0.038840421
688,0,0.061730623
689,0,0.235985368
690,0,0.412157148
691,0,0.242062211
692,0,0.117246315
693,0,0.109032236
694,0,0.109084435
695,0,0.250421703
696,0,0.168814182
697,0,0.196945846
698,0,0.105386585
699,0,0.085194781
700,0,0.161206365
701,0,0.045285828
702,0,0.161353379
703,0,0.145237163
704,0,0.188739821
705,0,0.068958499
706,0,0.274127245
707,0,0.217986569
708,0,0.374492913
709,0,0.115967557
710,0,0.135708079
711,0,0.385700285
712,0,0.307742596
713,0,0.099845611
714,0,0.304626912
715,0,0.315638065
716,0,0.09528923
717,0,0.251445651
718,0,0.051674664
719,0,0.057714783
720,0,0.348600656
721,0,0.133702472
722,0,0.292413652
723,1,0.368264347
724,0,0.606333852
725,0,0.103588514
726,0,0.122709043
727,0,0.107016772
728,0,0.047626078
729,0,0.45838657
730,0,0.059462175
731,0,0.025772918
732,0,0.066830061
733,0,0.057103455
734,0,0.031482894
735,0,0.132200673
736,0,0.023226131
737,0,0.044846952
738,0,0.226180658
739,0,0.027780609
740,0,0.063965708
741,1,0.139315993
742,0,0.2662974
743,0,0.49961549
744,0,0.5359357
745,0,0.040436231
746,0,0.036718581
747,0,0.298989385
748,0,0.036285173
749,0,0.170126006
750,0,0.060609404
751,0,0.039352398
752,0,0.087989733
753,0,0.191134214
754,0,0.189551771
755,0,0.139424473
756,0,0.227107152
757,0,0.147688478
758,1,0.120750435
759,0,0.276422769
760,0,0.020602511
761,0,0.026545262
762,0,0.049708754
763,0,0.019995933
764,0,0.0512507
765,0,0.056687284
766,0,0.026042543
767,1,0.02419498
768,0,0.069130927
769,0,0.051234368
770,0,0.078406118
771,0,0.095667467
772,0,0.06911879
773,0,0.370780766
774,0,0.157014668
775,0,0.164897099
776,0,0.079371922
777,0,0.090896614
778,0,0.063350737
779,0,0.17255497
780,0,0.077525601
781,0,0.125239089
782,0,0.184029967
783,1,0.074353062
784,0,0.066573024
785,0,0.101461306
786,0,0.193206251
787,0,0.037433591
788,0,0.040202811
789,0,0.054869805
790,0,0.085853495
791,0,0.203181565
792,0,0.264408767
793,0,0.13133125
794,0,0.140487656
795,0,0.201149613
796,0,0.162411407
797,0,0.054306418
798,0,0.125401586
799,0,0.136301115
800,0,0.088275127
801,0,0.110079959
802,0,0.034705117
803,0,0.085089073
804,0,0.038285248
805,0,0.13183783
806,0,0.143848315
807,0,0.107350722
808,1,0.053179659
809,0,0.134378403
810,0,0.139721215
811,0,0.039057795
812,0,0.038297273
813,0,0.254544586
814,0,0.10273122
815,0,0.483703971
816,1,0.560256243
817,1,0.152651891
818,0,0.253431588
819,0,0.178772673
820,0,0.391573846
821,0,0.063947566
822,0,0.049102906
823,0,0.045800209
824,0,0.116410658
825,0,0.09066315
826,0,0.0379919
827,1,0.073308922
828,0,0.126062006
829,0,0.154874295
830,0,0.306674778
831,1,0.176036283
832,0,0.227192283
833,0,0.083388746
834,0,0.139877498
835,0,0.21512799
836,1,0.241221473
837,0,0.140928403
838,1,0.259561479
839,0,0.402607918
840,0,0.131939068
841,0,0.140045732
842,0,0.482478023
843,0,0.037239686
844,0,0.092805758
845,0,0.047053497
846,0,0.051474463
847,0,0.211991698
848,0,0.358273596
849,0,0.189118415
850,0,0.1841598
851,0,0.213847488
852,0,0.18098852
853,0,0.047934171
854,0,0.031380467
855,0,0.091388084
856,0,0.133693293
857,0,0.302751154
858,0,0.07856454
859,0,0.018949769
860,0,0.443929821
861,0,0.040012572
862,0,0.116335236
863,0,0.271018654
864,0,0.133807078
865,0,0.183568567
866,0,0.101770833
867,0,0.303452432
868,1,0.403392762
869,0,0.629932582
870,1,0.721940815
871,0,0.388460815
872,0,0.073118545
873,0,0.395071328
874,0,0.198487878
875,1,0.226157635
876,0,0.12970683
877,0,0.040642902
878,0,0.162828773
879,0,0.469457805
880,0,0.291743904
881,0,0.043635935
882,0,0.145561248
883,0,0.241260931
884,0,0.409504265
885,0,0.138398275
886,0,0.271439642
887,0,0.166770294
888,0,0.063362546
889,0,0.048193786
890,0,0.054303661
891,1,0.817779839
892,1,0.118928671
893,0,0.507066011
894,0,0.185563773
895,0,0.149880111
896,0,0.207888633
897,0,0.317755729
898,0,0.264744461
899,0,0.121986978
900,1,0.36351344
901,0,0.363545746
902,1,0.04807118
903,0,0.092013136
904,0,0.053693946
905,1,0.657952368
906,0,0.063201733
907,0,0.051193845
908,0,0.106518067
909,0,0.186550692
910,0,0.451467484
911,1,0.156794026
912,0,0.42832464
913,0,0.146015838
914,0,0.136264101
915,0,0.040696982
916,0,0.033472829
917,0,0.075478077
918,0,0.33975327
919,0,0.139540911
920,0,0.082350209
921,0,0.302809268
922,0,0.146124065
923,0,0.032303412
924,0,0.151229754
925,0,0.197324499
926,0,0.032562882
927,0,0.093880907
928,0,0.09724617
929,1,0.176500976
930,0,0.058046177
931,0,0.040349789
932,0,0.043383833
933,0,0.032853324
934,0,0.100593142
935,0,0.028903559
936,0,0.095427193
937,0,0.266879499
938,0,0.361168563
939,0,0.045360725
940,0,0.215853155
941,0,0.201962292
942,0,0.136147633
943,0,0.628924966
944,0,0.077277422
945,0,0.090060323
946,0,0.18996048
947,0,0.061853033
948,0,0.099824116
949,0,0.124837458
950,0,0.143881425
951,0,0.184781715
952,0,0.057457257
953,0,0.076706074
954,0,0.115020372
955,0,0.249427736
956,0,0.270972431
957,0,0.147811905
958,0,0.041229762
959,0,0.205579638
960,0,0.10764195
961,0,0.025199413
962,1,0.278994679
963,0,0.173677608
964,1,0.118000098
965,0,0.26268366
966,0,0.217325106
967,0,0.100510061
968,0,0.05552699
969,0,0.121304192
970,0,0.192679286
971,0,0.144258842
972,0,0.065559
973,0,0.428047419
974,0,0.533974886
975,0,0.069686994
976,0,0.208508015
977,0,0.243477941
978,1,0.351009786
979,1,0.777192831
980,0,0.116940394
981,0,0.036138266
982,0,0.245552361
983,0,0.113168344
984,0,0.285323918
985,0,0.069674104
986,0,0.235684469
987,0,0.411296964
988,0,0.147331282
989,0,0.256763011
990,0,0.203230843
991,0,0.300058901
992,0,0.073802151
993,0,0.250045806
994,1,0.3103953
995,0,0.114979118
996,0,0.031350397
997,0,0.0535082
998,0,0.295611858
999,0,0.109454766
1000,1,0.078810409
1001,0,0.271693289
1002,0,0.03069282
1003,0,0.219937593
1004,0,0.060608484
1005,0,0.02928027
1006,0,0.228471696
1007,0,0.081305638
1008,0,0.374827504
1009,1,0.264226049
1010,1,0.233539239
1011,1,0.458304316
1012,0,0.146110088
1013,0,0.570337117
1014,0,0.360913664
1015,0,0.094053403
1016,1,0.467614412
1017,0,0.239585251
1018,0,0.144134358
1019,0,0.183519989
1020,0,0.219216943
1021,0,0.072340429
1022,0,0.25863874
1023,0,0.162867188
1024,1,0.123707883
1025,0,0.171660259
1026,0,0.144125715
1027,0,0.040675499
1028,0,0.118222699
1029,0,0.102838844
1030,0,0.070721693
1031,0,0.052908972
1032,0,0.067700893
1033,0,0.020922154
1034,0,0.107313983
1035,0,0.044186525
1036,0,0.062339813
1037,0,0.027998501
1038,0,0.030448515
1039,0,0.030576531
1040,0,0.087526128
1041,0,0.077284239
1042,0,0.032694202
1043,0,0.157789439
1044,0,0.143035024
1045,0,0.029145883
1046,0,0.047451589
1047,0,0.050142378
1048,1,0.144277751
1049,0,0.032730013
1050,0,0.220442712
1051,0,0.224089101
1052,0,0.027900632
1053,0,0.638462842
1054,0,0.117685862
1055,0,0.050326824
1056,0,0.109041296
1057,0,0.390610933
1058,1,0.169480905
1059,0,0.06489981
1060,1,0.224423081
1061,0,0.200622424
1062,0,0.081852481
1063,0,0.082011752
1064,0,0.224675253
1065,0,0.092290647
1066,1,0.114258096
1067,1,0.220891282
1068,0,0.254787534
1069,0,0.100566164
1070,0,0.15289253
1071,0,0.044327103
1072,0,0.091195121
1073,0,0.091683514
1074,0,0.036619462
1075,0,0.128551081
1076,0,0.070102341
1077,0,0.5267995
1078,0,0.057621341
1079,0,0.332164288
1080,0,0.075285524
1081,0,0.026964556
1082,1,0.152748644
1083,0,0.077204198
1084,0,0.170263946
1085,0,0.1204376
1086,0,0.060921784
1087,0,0.040403303
1088,0,0.383944601
1089,0,0.085656025
1090,0,0.08693254
1091,0,0.208420485
1092,0,0.077396132
1093,0,0.18802236
1094,1,0.087375253
1095,0,0.042637456
1096,0,0.125909388
1097,0,0.278203458
1098,0,0.193850487
1099,0,0.022267101
1100,0,0.107274756
1101,0,0.089282148
1102,0,0.118655354
1103,0,0.053526424
1104,0,0.070293717
1105,0,0.117607027
1106,0,0.057409529
1107,0,0.303642213
1108,0,0.053476643
1109,0,0.101806596
1110,0,0.126324043
1111,0,0.179693818
1112,0,0.025867144
1113,0,0.392396659
1114,0,0.045503758
1115,0,0.058884729
1116,0,0.646141291
1117,0,0.025414953
1118,0,0.254594237
1119,0,0.194949612
1120,0,0.073117577
1121,0,0.045541331
1122,0,0.028523769
1123,0,0.119999386
1124,0,0.285895973
1125,0,0.114365913
1126,0,0.089433648
1127,0,0.047840327
1128,0,0.041232884
1129,0,0.358359188
1130,0,0.111825183
1131,0,0.06454999
1132,0,0.18696259
1133,0,0.091373153
1134,0,0.132579938
1135,0,0.082320258
1136,0,0.206599429
1137,0,0.361998856
1138,0,0.06381359
1139,0,0.14199324
1140,0,0.144522086
1141,0,0.140616581
1142,1,0.176906273
1143,0,0.215409413
1144,0,0.055330548
1145,1,0.43289867
1146,0,0.05703339
1147,0,0.245398045
1148,0,0.118207723
1149,0,0.285227805
1150,0,0.11022415
1151,0,0.368365377
1152,0,0.14137359
1153,0,0.096768327
1154,0,0.087447025
1155,0,0.327973366
1156,1,0.093726248
1157,0,0.083520383
1158,0,0.130258664
1159,0,0.236080587
1160,0,0.101429537
1161,0,0.317338079
1162,0,0.040087007
1163,0,0.143879876
1164,1,0.083465829
1165,0,0.023640763
1166,0,0.43100664
1167,1,0.232688338
1168,0,0.056004688
1169,0,0.175120056
1170,0,0.053520888
1171,0,0.350168586
1172,0,0.300412625
1173,0,0.07392855
1174,0,0.111530147
1175,0,0.053597245
1176,0,0.16382809
1177,0,0.1085646
1178,0,0.080295123
1179,0,0.102599256
1180,0,0.044215329
1181,0,0.086567603
1182,0,0.230317265
1183,0,0.066553928
1184,1,0.817828774
1185,0,0.127548814
1186,0,0.314435571
1187,0,0.075824127
1188,0,0.045835461
1189,0,0.143461913
1190,0,0.090636417
1191,0,0.197743237
1192,0,0.598107755
1193,0,0.575762272
1194,0,0.083483346
1195,0,0.077672005
1196,0,0.326905489
1197,1,0.355927348
1198,0,0.142453507
1199,0,0.378014117
1200,0,0.093155324
1201,0,0.120124899
1202,0,0.452515781
1203,0,0.052009556
1204,0,0.382937729
1205,0,0.296697408
1206,0,0.359575301
1207,0,0.044269126
1208,0,0.285592198
1209,0,0.24040474
1210,0,0.130049497
1211,0,0.067662217
1212,0,0.333541423
1213,0,0.131058007
1214,0,0.113840081
1215,0,0.094389006
1216,0,0.376903474
1217,0,0.04143
1218,0,0.098843202
1219,0,0.069333889
1220,0,0.196311966
1221,0,0.127918109
1222,0,0.43594268
1223,0,0.280614793
1224,1,0.193091065
1225,0,0.273107052
1226,0,0.179141194
1227,1,0.342929542
1228,0,0.213548198
1229,0,0.040023278
1230,0,0.313297033
1231,0,0.345349252
1232,0,0.266274005
1233,0,0.300486028
1234,0,0.135774806
1235,0,0.251803577
1236,0,0.027615502
1237,0,0.021353927
1238,0,0.194391727
1239,0,0.063741378
1240,0,0.305738926
1241,0,0.105548561
1242,0,0.243570983
1243,0,0.059648588
1244,0,0.142280519
1245,0,0.241684228
1246,0,0.123936772
1247,0,0.024290808
1248,1,0.349737197
1249,0,0.505804956
1250,0,0.017617192
1251,0,0.081451751
1252,0,0.367282003
1253,0,0.068010323
1254,0,0.106788322
1255,0,0.057178199
1256,0,0.04844572
1257,0,0.26966247
1258,0,0.05739022
1259,0,0.224449292
1260,0,0.131206676
1261,0,0.40829739
1262,0,0.204252824
1263,0,0.048371263
1264,0,0.087186761
1265,0,0.146896407
1266,0,0.179892048
1267,0,0.03288278
1268,0,0.057528336
1269,1,0.362910897
1270,1,0.214844838
1271,0,0.133427009
1272,0,0.185611665
1273,0,0.192753389
1274,0,0.045542866
1275,0,0.031596713
1276,0,0.067662776
1277,0,0.086412139
1278,0,0.434373736
1279,1,0.309574187
1280,0,0.093264423
1281,1,0.450157523
1282,0,0.082109988
1283,0,0.151267022
1284,0,0.023027215
1285,0,0.04511632
1286,0,0.21887435
1287,0,0.311533093
1288,0,0.202809855
1289,0,0.172846556
1290,0,0.075172298
1291,0,0.079705536
1292,0,0.458911479
1293,0,0.152879402
1294,1,0.11457736
1295,0,0.068242572
1296,0,0.040579587
1297,1,0.113808282
1298,0,0.031671092
1299,0,0.072410442
1300,0,0.04108363
1301,0,0.02676324
1302,0,0.451600045
1303,1,0.50971359
1304,0,0.146683916
1305,0,0.030511376
1306,0,0.374771088
1307,0,0.252119541
1308,0,0.107903786
1309,0,0.153268084
1310,0,0.121249795
1311,1,0.361239612
1312,1,0.219727129
1313,0,0.206435636
1314,0,0.382206023
1315,0,0.077755094
1316,1,0.762574434
1317,0,0.588031828
1318,0,0.377419978
1319,0,0.240169451
1320,0,0.277035475
1321,0,0.136751115
1322,0,0.265476674
1323,0,0.374968648
1324,0,0.368283451
1325,1,0.152621537
1326,0,0.161344722
1327,0,0.062284499
1328,0,0.027584579
1329,1,0.118001215
1330,0,0.177417129
1331,0,0.163338989
1332,0,0.094144411
1333,0,0.100459032
1334,0,0.140149817
1335,0,0.133572608
1336,0,0.09105698
1337,0,0.226075366
1338,0,0.188047901
1339,0,0.319603711
1340,0,0.068557277
1341,0,0.066983804
1342,0,0.088462472
1343,0,0.183116376
1344,0,0.09926796
1345,0,0.122087516
1346,0,0.304410785
1347,0,0.389513135
1348,0,0.102760665
1349,1,0.283830673
1350,0,0.083443493
1351,0,0.299753845
1352,0,0.06575612
1353,0,0.203188002
1354,1,0.128283709
1355,0,0.43391335
1356,0,0.274533451
1357,0,0.179289415
1358,0,0.177056611
1359,0,0.232233614
1360,0,0.196593806
